ITEM_ID,CATEGORIES
2154263577,B|C|E
2150110383,C
2154428471,D
2154738191,E
2154738080,A
2153210563,B
2153053033,C
2154054120,D
2154854102,E
2152839797,A|C|E
2151964618,B|C|E
2151964465,C
2154854547,D
2154984779,E
2151112944,A
2153490948,B
2148896813,C
2154124211,D
2111306978,E
3200000070,A
3200013605,B
3200013972,C
3200014046,D
3100000720,E
3100000941,A|C|E
3100000791,B
3100001079,C
3200000023,D
3200009808,E|B|C
3200000128,A
2104539521,B
3200000088,C
3200013603,D
3200000011,E
3200000124,A|B|C
3200007382,B
320001305,C
3100010216,D
3100000617,E
3100000719,A
3100000592,B
2117079202,C
3100001064,D
3200009806,E
2150965007,A
2041110882,B
2081666453,C
2082037687,D
2005816796,E
3100002281,A
3200000055,B
3200000106,C|D|E
3100000067,D
3100000168,E
3100000053,A
3100000569,B|C|E
2147747814,C
2149966841,D
3100000051,E
3100001358,A
3100000703,B
2149715461,C
3100000587,D
2150502217,E
3100000050,A|C|E
3100000052,B|C|E
2140091271,C
3100000586,D
3100001357,E
3100000752,A
3100001389,B
3100000119,C
3100002284,D
3100000862,E
3100001054,A|C|E
3100001588,B
3100001587,C
3100000764,D
3100001586,E
3100001385,A
3100000765,B|C|E
3100001072,C|D|E
3100000992,D
3100000088,E|B|C
3100000596,A
3100000580,B
3100001696,C
2150698776,D
3100001736,E
2150729232,A|B|C
2150335508,B
3100001699,C
2151051646,D
3100002326,E
3100000953,A
2150888847,B
310000050,C
3100000726,D
310000703,E
3100012395,A
3100000663,B|C|E
3100000965,C
2100042880,D
3100000516,E
2105525822,A
2150201073,B
2150093833,C|D|E
3100000590,D
3100000518,E
3100000517,A
2025158225,B
3251588034,C
3100001407,D
2150249989,E
3100001048,A
2145779697,B
2148153180,C
2147808715,D
3100001443,E|B|C
2149846739,A|C|E
2150867178,B
2147414803,C
2150080834,D
2110246363,E
3100000672,A
2136682845,B
3100000608,C
310000608,D
2149966288,E
2148991515,A|C|E
2149876498,B|C|E
2150424655,C
2150733703,D
3100001346,E|B|C
2149619798,A
3100000979,B
2150883836,C|D|E
3100000642,A
3100000645,B
3100001011,C
2150179054,C
3100000572,B
3100000647,A|B|C
3100002279,B
3100000575,C|D|E
3100001122,D
3100002283,E
3100000648,A
2150866995,B
3100002287,C
310000953,D
3100000646,E
2151047250,A
3100000576,B
3100001248,C|D|E
3100000571,D
3100000958,E|B|C
3100000794,A
3100001249,B
3100000793,C
3100000792,D|B|C
3100001111,E
3100000697,A
2149165452,B|C|E
3100001482,C
3100001428,D
3100001029,E
3100001151,A
3100001069,B
3100000755,C
2143371807,D
3100001778,E
2038764837,A|C|E
3100001214,B|C|E
3100000671,C
3100001526,D
3100001190,E
3100000675,A
2150797897,B
2150162480,C
2150162552,D
3100000673,E
2150162524,A
3100001057,B
3100000729,C
3100000762,D
3100001084,E
3100001086,A|C|E
3100001088,B
3100000760,C
3100000761,D
3100000602,E|B|C
3100000730,A
3100000983,B
3100000759,C
3100000795,D
3100000969,E
3100001341,A|B|C
3100000731,B
3100001347,C
3100001065,D
3100000973,E
3100000968,A
3100001259,B
3100001062,C
3100001059,D
3100000728,E
3100000964,A
3100001277,B
3100000659,C
3100001203,D
3100000957,E
3100001202,A
3100000960,B
3100001123,C|D|E
3100000952,D
3100000664,E
3100001200,A
3100001199,B|C|E
3100000661,C
3100000658,D
3100000956,E
3100001323,A
3100000944,B
3100000940,C
3100000750,D
3100000861,E
3100001068,A|C|E
3100000624,B|C|E
3100000597,C
3100000859,D
3100000943,E
3100000939,A
3100000670,B
3100001231,C
3100000860,D
3100001695,E
3100000758,A|C|E
3100001422,B
3100001130,C
3100001255,D
3100000967,E
3100000747,A
3100002163,B|C|E
3100000656,C|D|E
3100000955,D
3100000601,E|B|C
3100000588,A
3100001019,B
3100000942,C
3100000644,D
3100001014,E
3100000524,A|B|C
3100000522,B
3100000693,C
3100001790,D
3100001010,E
3100001791,A
3100000855,B
3100001006,C
3100001115,D
3100001031,E
3100000856,A
3100000523,B|C|E
2025200481,C
3100000715,D
3100000685,E
3100001330,A
3100001089,B
3100000889,C|D|E
3100000741,D
2150477583,E
3100001401,A
3100000974,B
3100000725,C
3100000519,D
3100000705,E
3100000695,A
3100000521,B
3100000907,C
3100001149,D
3100001116,E|B|C
2149397844,A|C|E
2149397558,B
3100000947,C
3100000721,D
3100000713,E
3100000525,A
2150694200,B
3100000711,C
3100000704,D
3100000699,E
2149648080,A|C|E
2150286794,B|C|E
2149378842,C
2150738009,D
3100000709,E|B|C
2150424192,A
3100000686,B
2150256205,C|D|E
2149408120,A
3100000694,B
2149989896,C
2150281630,C
2150262959,B
3100000034,A|B|C
3100000716,B
3100000696,C|D|E
2149326247,D
3100000707,E
3100000722,A
2148397131,B
2149324839,C
2149324136,D
3100000520,E
2149152488,A
2148974183,B
2149878884,C|D|E
2148754738,D
2025190257,E|B|C
2150107576,A
2025189660,B
2025188507,C
2135630263,D|B|C
2067683301,E
2015844115,A
2067663065,B|C|E
2130667401,C
2100036678,D
2139737183,E
2134537962,A
2138196279,B
2131407934,C
2142080262,D
2138178099,E
2147458709,A|C|E
2016889272,B|C|E
2100050277,C
2148770665,D
2141168212,E
2100050279,A
2100050276,B
2100053427,C
2100001678,D
2067668993,E
2100001791,A
2107982388,B
2100021233,C
2140663865,D
2143885453,E
2100000006,A|C|E
2064743136,B
2116799405,C
2114835044,D
2029065585,E|B|C
2008956138,A
2148568582,B
2014124699,C
2010775189,D
2010774889,E
2100035979,A|B|C
2135207277,B
2100050278,C
2016930122,D
2100024876,E
2145151605,A
2100027526,B
2121518633,C
2103851536,D
2114437411,E
2100023191,A
2103850674,B
2145019603,C
2138003533,D
2100040227,E
2116013229,A
2135863472,B
2141474208,C|D|E
2145149083,D
2138186609,E
2127429508,A
2140523199,B|C|E
2015246023,C
2100040476,D
2100038880,E
2101663998,A
2143371329,B
2121512624,C
2144034357,D
2143358296,E
2144137944,A|C|E
2143526249,B|C|E
2141319411,C
2141867337,D
2143743115,E
2091389996,A
2140470926,B
2122535103,C
2137808476,D
21055258,E
2144401571,A|C|E
2144161691,B
144401571,C
2141406886,D
134537962,E
2100011655,A
2135258911,B|C|E
2143331150,C|D|E
2025136256,D
2141011165,E|B|C
2139688912,A
2139319806,B
2132344810,C
2137598506,D
2130262679,E
2126044263,A|B|C
2137494322,B
2115690873,C
2106016309,D
2025207465,E
2,A
2143487698,B
2141408810,C
2140828931,D
2142204386,E
2142347603,A
2143113074,B|C|E
2025200548,C
2100005853,D
2100000172,E
2142505160,A
2114620969,B
2142255088,C|D|E
2121292355,D
2138751977,E
2141731882,A
2025189663,B
2100004089,C
2141123193,D
2103346942,E
2141409731,A
2100029076,B
2140296925,C
2141278365,D
2123318453,E|B|C
2126011956,A|C|E
2121375620,B
2138802935,C
2131166454,D
2136597945,E
2132179648,A
2136898186,B
2100023428,C
2136910019,D
2137876726,E
2135177950,A|C|E
2131706774,B|C|E
2138478137,C
2130963712,D
2136768314,E|B|C
2132179951,A
2137736207,B
2137609008,C|D|E
2137696249,A
2138157701,B
2136902958,C
2114832311,C
2113435177,B
2138246919,A|B|C
2064670566,B
2137613193,C|D|E
2122797217,D
2137404130,E
2101141068,A
2136323221,B
2134135094,C
2116808902,D
2116810288,E
2121385962,A
2129639972,B
2135950789,C|D|E
2132509287,D
2130216420,E|B|C
2083628953,A
2130274720,B
2134161629,C
2127573002,D|B|C
2134663378,E
2123487549,A
2133653738,B|C|E
2133653652,C
2135419759,D
2135780531,E
2135706412,A
2135696142,B
2134460017,C
2134766602,D
2134741061,E
2134198256,A|C|E
2134164240,B|C|E
2133279969,C
2132879249,D
2132466050,E
2132162140,A
2131765701,B
2134673579,C
2134468824,D
2132183718,E
2134767060,A
2134046698,B
2134164190,C
2133967441,D
2103847632,E
2134163645,A|C|E
2135101850,B
2116014963,C
2134362478,D
2134489968,E|B|C
2113699226,A
2134581870,B
2132172443,C
2134328968,D
2134328295,E
2098685369,A|B|C
2134673340,B
2132792609,C
2132792534,D
2134057921,E
2025207350,A
2100003911,B
2100004066,C
2100013809,D
2100013808,E
2134041772,A
2134575472,B
2100000152,C
2113258254,D
2123586416,E
2127007700,A
2025207351,B
2131812809,C|D|E
2101737689,D
2025158577,E
2130924787,A
2131537017,B|C|E
2130780292,C
2127578294,D
2123592953,E
2131412800,A
2100003905,B
2131946499,C
2131811756,D
2130826303,E
2119400691,A|C|E
2127577712,B|C|E
2121971597,C
2131542351,D
2128050136,E
2087989535,A
2130997196,B
2131239153,C
2131342633,D
2100006019,E
2064888705,A|C|E
2131546969,B
2116222592,C
2130997798,D
2128744785,E
2113094612,A
2130577646,B|C|E
2104834451,C|D|E
2131373183,D
2131371810,E|B|C
2130448407,A
2121557731,B
2130987425,C
2130987249,D
2128901307,E
2128900904,A|B|C
2128900778,B
2131413779,C
2131413470,D
2087525604,E
2121322113,A
2131413547,B
2131108403,C
2127715003,D
2129798433,E
2127717714,A
2114556439,B|C|E
2127717464,C
2122794473,D
2130352592,E
2130822209,A
2131371781,B
2130208386,C|D|E
2131558787,D
2131334507,E
2131068808,A
2131334513,B
2131071813,C
2127007734,D
2130362485,E
2016866065,A
2125803281,B
2126854740,C
2126270873,D
2082907885,E|B|C
2126126361,A|C|E
2112018497,B
2121796396,C
2092535668,D
2100001536,E
2103687169,A
2100001215,B
2116862660,C
2124450525,D
2122566331,E
2123740046,A|C|E
2122271889,B|C|E
2122791475,C
2122295871,D
2119145317,E|B|C
2122797420,A
2124822543,B
2124821972,C|D|E
2118338562,A
2123340632,B
2097468607,C
2119145165,C
2123418001,B
2097468486,A|B|C
2100003908,B
2100003910,C|D|E
2096219121,D
2112475031,E
2112120777,A
2123456378,B
2123456394,C
2113896660,D
2120545956,E
2113491390,A
2111192173,B
2120603361,C|D|E
2119607418,D
2123690913,E|B|C
2116878275,A
2066587499,B
2100006303,C
2113093648,D|B|C
2123457523,E
2123373787,A
2121962800,B|C|E
2100006203,C
2116070144,D
2122559511,E
2122296697,A
2122410490,B
2122157838,C
2116741331,D
2103681246,E
2113101345,A|C|E
2121895917,B|C|E
2122626058,C
2122493258,D
2122659564,E
2122557288,A
2123602206,B
2122557383,C
2123038604,D
2121890194,E
2114613622,A
2120867660,B
2122629396,C
2123339440,D
2122428079,E
2100007053,A|C|E
2115630096,B
2117335915,C
2113942975,D
2100816629,E|B|C
2122792667,A
2122496756,B
2104412677,C
2100003651,D
2100607950,E
2100002329,A|B|C
2116744832,B
2102853284,C
2118557402,D
2025185208,E
2025208285,A
2100004125,B
2100001815,C
2116008059,D
2116234570,E
2103273484,A
2089156336,B
2114163150,C
2106395211,D
2116234836,E
2103983176,A
2067520860,B
2096219256,C|D|E
2100003909,D
2100003906,E
2114172343,A
2114823893,B|C|E
2067683727,C
2116238466,D
2111695901,E
2112251620,A
2100003375,B
2110156857,C
2095022752,D
2100003472,E
2105173980,A|C|E
2114024170,B|C|E
2104148330,C
2114431378,D
2107588325,E
2113246804,A
2098675314,B
2108916251,C
2104762836,D
2111435257,E
2095825756,A|C|E
2082903575,B
2098860501,C
2110491347,D
2112462863,E
2112458966,A
2109513374,B|C|E
2111544327,C|D|E
2111585222,D
2110504668,E|B|C
2095313307,A
2111682769,B
2095313637,C
2109086404,D
2110811333,E
2106900977,A|B|C
2082483455,B
2110809642,C
2100490151,D
2110197866,E
2108823821,A
2067665924,B
2106737982,C
2110088196,D
2106737510,E
2062950385,A
2105338150,B|C|E
2106797203,C
2041146358,D
2105636523,E
2095312919,A
2110553997,B
2105277039,C|D|E
2107191958,D
2107240552,E
2106115290,A
2100000658,B
2029492888,C
2063402181,D
2063604646,E
2063286929,A
2062850955,B
2062996944,C
2062837154,D
2103736908,E|B|C
2063225217,A|C|E
2062964039,B
2063230162,C
2062967049,D
2108549317,E
2041241879,A
2097016101,B
2077057724,C
2108537156,D
2100002614,E
2039261335,A|C|E
2106737368,B|C|E
2064724281,C
2100001009,D
2104895585,E|B|C
2109448943,A
2025201436,B
2102030250,C|D|E
2097930282,A
2041060299,B
2102307812,C
2038296650,C
2103389729,B
2075785053,A|B|C
2025171856,B
2107516820,C|D|E
2108450632,D
2101564479,E
2038324693,A
2106114463,B
2025200543,C
2102707991,D
2025200110,E
2100412499,A
2032590478,B
2108830622,C|D|E
2109064376,D
2106889386,E|B|C
2093759829,A
2100426065,B
2100002615,C
2025154193,D|B|C
2107920869,E
2097084709,A
2099361487,B|C|E
2104374702,C
2105965393,D
2100487614,E
2102958322,A
2016502504,B
2025158572,C
2067667248,D
2103075962,E
2067663570,A|C|E
2098696294,B|C|E
2103675896,C
2102088031,D
2103792751,E
2100810836,A
2104203848,B
2104190394,C
2104191932,D
2101993034,E
2102174161,A
2102853162,B
2096204713,C
2102800645,D
2103296982,E
2102589992,A|C|E
2103298155,B
2102395062,C
2100001527,D
2100796915,E|B|C
2102412082,A
2102124383,B
2100939602,C
2095577576,D
2101612847,E
2101362628,A|B|C
2100945077,B
2100001302,C
2025207957,D
2095720993,E
2100001315,A
2095315802,B
2097788510,C
2096598451,D
2041259021,E
2082005521,A
2094421292,B
2095249703,C
2097918525,D
2095917017,E
2096216249,A
2094255220,B
2089393149,C|D|E
2097920214,D
2098669497,E
2095577468,A
2097920035,B|C|E
2091302888,C
2097069773,D
2095252815,E
2095918895,A
2072454533,B
2097970132,C
2093699294,D
2095577974,E
2097709539,A|C|E
2090456173,B|C|E
2093757848,C
2097734261,D
2097710338,E
2093985480,A
2089334374,B
2081520046,C
2077876499,D
2093021573,E
2097785198,A|C|E
2097718421,B
2089309828,C
2096792613,D
2088000928,E
2039137171,A
2094778772,B|C|E
2096172515,C|D|E
2089392646,D
2095437411,E|B|C
2088348838,A
2088348296,B
2094889330,C
2095502204,D
2100000163,E
2067667268,A|B|C
2067668148,B
2063706937,C
2067668710,D
2083072473,E
2083614236,A
2070958403,B
2066164221,C
2083445041,D
2060176202,E
2088022645,A
2087199995,B|C|E
2087216514,C
2070959415,D
2087531254,E
2084108360,A
2081220735,B
2081060849,C|D|E
2080682912,D
2025171906,E
2083355848,A
2086365229,B
2083431515,C
2060176206,D
2080177925,E
2076043513,A
2041259076,B
2085231687,C
2077319098,D
2082005971,E|B|C
2025154508,A|C|E
2070066015,B
2083001754,C
2082120568,D
2082120499,E
2085621173,A
2078918994,B
2085293147,C
2067031584,D
2080817090,E
2075377121,A|C|E
2084679968,B|C|E
2081457555,C
2083072235,D
2076374525,E|B|C
2083706372,A
2067663573,B
2078122365,C|D|E
2075609518,A
2077245508,B
2074734563,C
2077245144,C
2077815913,B
2079574075,A|B|C
2079563361,B
2067666122,C|D|E
2078127469,D
2078942509,E
2079185165,A
2078943043,B
2079374097,C
2078194096,D
2073801324,E
2078515761,A
2074745141,B
2066115749,C|D|E
2079049914,D
2075795945,E|B|C
2067666121,A
2066305641,B
2078546012,C
2078646715,D|B|C
2078712805,E
2067933259,A
2067934607,B|C|E
2025190308,C
2041063593,D
2041110865,E
2067663314,A
2066055767,B
2066160952,C
2058605560,D
2017003603,E
2010505972,A|C|E
2041241750,B|C|E
2075904369,C
2075904324,D
2025208368,E
2025190258,A
2025158136,B
2025287348,C
2025201521,D
2025207906,E
2067663316,A
2025164912,B
